id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,habitaciones,dormitorios,baños,sup_total,sup_cubierta,precio,moneda,price_period,título,descr,tipo_propiedad,tipo_operac,sup_fondo
ce7dzwi+EB4uAwiY/6FTxQ==,Propiedad,2020-05-09,2020-05-20,2020-05-09,-34.57505417,-58.52606583,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Barrio Parque General San Martin,NA,NA,1,NA,2,64,56,124000,USD,NA,Av. Perdriel  2800 - U$D 124.000 - Departamento en Venta,"Con vistas amplias y gran luminosidad a metros de general paz, con excelente accesos.<br>2/3 ambientes amplios con balcón! Frente hacia calle Ituzaingó .<br><br>Todo con terminaciones de calidad, linea Ferrum y FV en baños y cocina. <br>Pisos de Porcellanato. <br>Carpinteria línea Modena amplias de pared a pared y de piso a techo dan una amplitud y vistas increíbles!<br>Zona residencial<br><br><br>Formas de Pago<br>Contado: Anticipo 50%, saldo 3 cuotas mensuales corridas<br>Financiado: Consultar <br><br>Opcional cocheras U$S16.000.-<br><br>Todas las operaciones son a cargo del Martillero y Corredor responsable: Juan Carlos Montero - CUCICBA 7078 - CMCPSI 6549<br>Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente y no compromete contractualmente a nuestra empresa. Los gastos expresados (expensas, ABL) se refieren a la última información recabada y deberán confirmarse. Fotografías no vinculantes ni contractuales.Información adicional:Cobertura cochera: DescubiertaPermite mascotas",Departamento,Venta,8
sV4L8jgMAcLFzsS+/AP8Jg==,Propiedad,2020-05-09,2020-05-20,2020-05-09,-34.57505417,-58.52606583,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Barrio Parque General San Martin,NA,NA,1,NA,2,100,54,158000,USD,NA,Av. Perdriel  2800 - U$D 158.000 - Departamento en Venta,"Ubicado en el 8vo piso con vistas amplias y gran luminosidad a metros de general paz, con excelente accesos.<br>2 ambientes amplios con terraza! Frente hacia calle Ituzaingó .<br><br>Todo con terminaciones de calidad, linea Ferrum y FV en baños y cocina. <br>Pisos de Porcellanato. <br>Carpinteria línea Modena amplas de pared a pared y de piso a techo dan una amplitud y vistas increíbles!<br>Zona residencial<br><br><br>Formas de Pago<br>Contado: Anticipo 50%, saldo 3 cuotas mensuales corridas<br>Financiado: Consultar <br><br>Opcional cocheras U$S16.000.-<br><br>Todas las operaciones son a cargo del Martillero y Corredor responsable: Juan Carlos Montero - CUCICBA 7078 - CMCPSI 6549<br>Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente y no compromete contractualmente a nuestra empresa. Los gastos expresados (expensas, ABL) se refieren a la última información recabada y deberán confirmarse. Fotografías no vinculantes ni contractuales.Información adicional:Cobertura cochera: DescubiertaPermite mascotas",Departamento,Venta,46
QPuP9ZOdR5DMMxSeMu3HsA==,Propiedad,2020-05-09,2020-05-20,2020-05-09,-34.57505417,-58.52606583,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Barrio Parque General San Martin,NA,NA,1,NA,1,40,32,77000,USD,NA,Av. Perdriel  2800 - U$D 77.000 - Departamento en Venta,"Con vistas amplias y gran luminosidad a metros de general paz, con excelente accesos.<br>Monoambiente en esquina! al frente con balcón!<br>Todo con terminaciones de calidad, linea Ferrum y FV en baños y cocina. <br>Pisos de Porcellanato. <br>Carpinteria línea Modena amplias de pared a pared y de piso a techo dan una amplitud y vistas increíbles!<br>Zona residencial<br><br><br>Formas de Pago<br>Contado: Anticipo 50%, saldo 3 cuotas mensuales corridas<br>Financiado: Consultar <br><br>Opcional cocheras U$S16.000.-<br><br>Todas las operaciones son a cargo del Martillero y Corredor responsable: Juan Carlos Montero - CUCICBA 7078 - CMCPSI 6549<br>Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente y no compromete contractualmente a nuestra empresa. Los gastos expresados (expensas, ABL) se refieren a la última información recabada y deberán confirmarse. Fotografías no vinculantes ni contractuales.Información adicional:Cobertura cochera: CubiertaLuminosidad: Muy luminoso",Departamento,Venta,8
0dtKwYf6643k5jOgSafWcA==,Propiedad,2020-05-09,2020-05-20,2020-05-09,-34.57505417,-58.52606583,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Barrio Parque General San Martin,NA,NA,1,NA,2,92,92,200000,USD,NA,Av. Perdriel  2800 - U$D 200.000 - Departamento en Venta,"Ubicado en el PB a metros de general paz, con excelente accesos.<br>amplio local comercial 94 m2 <br>2 baños <br>Todo con terminaciones de calidad, linea Ferrum y FV en baños y cocina. <br>Pisos de Porcellanato. <br>Carpinteria línea Modena amplias de pared a pared y de piso a techo dan una amplitud y vistas increíbles!<br>Zona residencial<br><br><br>Formas de Pago<br>Contado: Anticipo 50%, saldo 3 cuotas mensuales corridas<br>Financiado: Consultar <br><br>Opcional cocheras U$S16.000.-<br><br>Todas las operaciones son a cargo del Martillero y Corredor responsable: Juan Carlos Montero - CUCICBA 7078 - CMCPSI 6549<br>Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente y no compromete contractualmente a nuestra empresa. Los gastos expresados (expensas, ABL) se refieren a la última información recabada y deberán confirmarse. Fotografías no vinculantes ni contractuales.Información adicional:Cobertura cochera: DescubiertaUso comercial",Departamento,Venta,0
tMFDO1bzn96arEPuD5ZM/Q==,Propiedad,2020-05-09,2020-05-20,2020-05-09,-34.57575226,-58.53709793,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Barrio Parque General San Martin,NA,NA,1,NA,1,53,41,105000,USD,NA,Pelegrini Al  1800 - U$D 105.000 - Departamento en Venta,"<br>Hermoso y Moderno Semipiso de 2amb, se encuentra en el séptimo piso al contrafrente.  Con gran balcón corrido Vista abierta. Orientación Oeste<br>Al Ingreso nos encontramos con un pasillo distribuidor que nos lleva a un amplio living comedor con cocina integrada, la cual posee gran cantidad de muebles de guardado. Posee balcón corrido y semicubierto. El baño muy moderno cuenta con cabina de ducha.<br><br>Atención! Las fotos publicadas corresponden a la unidad antes de habitar y otras con el mobiliario que instalaron los propietarios.<br><br>Expensas aproximadas $3600<br><br>Los metros aquí publicados son aproximados. Los reales surgen de la escritura.<br>Esta publicidad respeta lo establecido en el art. 4 y 8? de la ley 24.240  <br><br><br>Todas las operaciones son a cargo del Martillero y Corredor responsable: Juan Carlos Montero - CUCICBA 7078 - CMCPSI 6549<br>Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente y no compromete contractualmente a nuestra empresa. Los gastos expresados (expensas, ABL) se refieren a la última información recabada y deberán confirmarse. Fotografías no vinculantes ni contractuales.Información adicional:Aire acondicionado",Departamento,Venta,12
iuumX+UTM19vbfVBxVfvOA==,Propiedad,2020-05-09,2020-05-20,2020-05-09,-34.57505417,-58.52606583,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Barrio Parque General San Martin,NA,NA,1,NA,2,51,44,100000,USD,NA,Av. Perdriel  2800 - U$D 100.000 - Departamento en Venta,"Ubicado en el 6to piso con vistas amplias y gran luminosidad a metros de general paz, con excelente accesos.<br>2 ambientes amplios!!!<br><br>Todo con terminaciones de calidad, linea Ferrum y FV en baños y cocina. <br>Pisos de Porcellanato. <br>Carpinteria línea Modena amplas de pared a pared y de piso a techo dan una amplitud y vistas increíbles!<br>Zona residencial<br><br><br>Formas de Pago<br>Contado: Anticipo 50%, saldo 3 cuotas mensuales corridas<br>Financiado: Consultar <br><br>Opcional cocheras U$S16.000.-<br><br>Todas las operaciones son a cargo del Martillero y Corredor responsable: Juan Carlos Montero - CUCICBA 7078 - CMCPSI 6549<br>Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente y no compromete contractualmente a nuestra empresa. Los gastos expresados (expensas, ABL) se refieren a la última información recabada y deberán confirmarse. Fotografías no vinculantes ni contractuales.Información adicional:Cobertura cochera: CubiertaPermite mascotasLuminosidad: Muy luminoso",Departamento,Venta,7
/iGsy2ZbhJbrNO+eelujuQ==,Propiedad,2020-05-09,2020-05-20,2020-05-09,-34.57844925,-58.54322052,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Barrio Parque General San Martin,NA,NA,2,NA,1,64,59,118000,USD,NA,Guemes Al  2200 - U$D 118.000 - Departamento en Venta,"Excelente Departamento en el centro de San Martín , CON VISTA ABIERTA AL PARQUE Y COCHERAS.Con dos dormitorios , muy amplio el principal con placard y orientación ""ESTE"" y el secundario ,mas chico con orientación ""OESTE"". <br>Al ingresar lo hacemos directamente al living , muy amplio y luminoso con orientación"" Oeste"" es decir muy luminoso por la tarde y por la mañana.A la derecha del living se encuentra pasillo distribuidor que conecta a los dormitorios y al baño completo.Todos los ambientes calefaccionados.pisos de parquet en pasillo  de distribución  y ambos dormitorios y de cerámica en cocina. <br>Muy buen  estado de conservación. <br>Digno de visitar y de comprar para una familia que necesita de una comodidad como ofrece esta unidad.  <br>Cochera opcional. Expensas bajas<br><br>Todas las operaciones son a cargo del Martillero y Corredor responsable: Juan Carlos Montero - CUCICBA 7078 - CMCPSI 6549<br>Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente y no compromete contractualmente a nuestra empresa. Los gastos expresados (expensas, ABL) se refieren a la última información recabada y deberán confirmarse. Fotografías no vinculantes ni contractuales.Información adicional:Aire acondicionadoCobertura cochera: CubiertaLuminosidad: Muy luminoso",Departamento,Venta,5
oZtERV1xi9ke7ElS8rBMKA==,Propiedad,2020-05-09,2020-05-20,2020-05-09,-34.57505417,-58.52606583,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Barrio Parque General San Martin,NA,NA,2,NA,2,69,69,172000,USD,NA,Av. Perdriel  2800 - U$D 172.000 - Departamento en Venta,"Ubicado en el 8vo piso con vistas amplias y gran luminosidad a metros de general paz, con excelente accesos.<br>3 ambientes amplios con balcón corrido a calle Perdriel con vistas al Golf Mitre. <br>Un dormitorio + dormitorio principal en suite. Baño y toilette.<br>El estar comedor es flexible, y podes independizar la cocina.,también tiene lavadero independiente.<br>Todo con terminaciones de calidad, linea Ferrum y FV en baños y cocina. <br>Pisos de Porcellanato. <br>Carpinteria línea Modena amplas de pared a pared y de piso a techo dan una amplitud y vistas increíbles!<br>Zona residencial<br><br><br>Formas de Pago<br>Contado: Anticipo 50%, saldo 3 cuotas mensuales corridas<br>Financiado: Consultar <br><br>Opcional cocheras U$S16.000.-<br><br>Todas las operaciones son a cargo del Martillero y Corredor responsable: Juan Carlos Montero - CUCICBA 7078 - CMCPSI 6549<br>Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente y no compromete contractualmente a nuestra empresa. Los gastos expresados (expensas, ABL) se refieren a la última información recabada y deberán confirmarse. Fotografías no vinculantes ni contractuales.Información adicional:CalefaccionCobertura cochera: Cubierta",Departamento,Venta,0
QGlccho2eu4BtjqnV2OHZQ==,Propiedad,2020-05-09,2020-05-20,2020-05-09,-34.54982376,-58.57761002,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,NA,NA,3,NA,3,241,200,155000,USD,NA,Mar De Plata Al  4000 - U$D 155.000 - Casa en Venta,"<br><br>Todas las operaciones son a cargo del Martillero y Corredor responsable: Juan Carlos Montero - CUCICBA 7078 - CMCPSI 6549<br>Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente y no compromete contractualmente a nuestra empresa. Los gastos expresados (expensas, ABL) se refieren a la última información recabada y deberán confirmarse. Fotografías no vinculantes ni contractuales.Información adicional:Cobertura cochera: Cubierta",Casa,Venta,41
0p2ypLVnlSBm1PaY+bSAOg==,Propiedad,2020-05-09,2020-05-20,2020-05-09,-34.54107285,-58.53087997,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Barrio Parque General San Martin,NA,NA,3,NA,1,62,62,92000,USD,NA,Italia Al  300 - U$D 92.000 - Departamento en Venta,"Ubicación Barrio Cerrado Canguro, complejo con vigilancia las 24hs, parrillas, juego para chicos y estacionamiento.<br><br>Se trata de un departamento en dúplex 3 amb con balcón, mas un entrepiso que se logro aprovechando la altura de los dormitorios en la planta alta.<br>Al ingreso por escalera exterior nos dirigimos a la unidad, la misma cuenta con living comedor con cocina integrada y lavadero en balcón que da al pulmón. En la planta alta se desarrollan los dos dormitorios con baño completo y se le agrego un entrepiso que genero aprox. 10m2 mas a los que figuran por escritura, totalizando aprox. 72m2 Totales.<br><br>Visitalo!<br>Para mudarse ya!<br><br><br>Los metros aquí publicados son aproximados. Los reales surgen de la escritura.<br>Esta publicidad respeta lo establecido en el art. 4 y 8 de la ley 24.240 <br><br>Todas las operaciones son a cargo del Martillero y Corredor responsable: Juan Carlos Montero - CUCICBA 7078 - CMCPSI 6549<br>Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente y no compromete contractualmente a nuestra empresa. Los gastos expresados (expensas, ABL) se refieren a la última información recabada y deberán confirmarse. Fotografías no vinculantes ni contractuales.Información adicional:Aire acondicionado",Departamento,Venta,0
h72DVzEmwutyq/mVaxKlJA==,Propiedad,2019-12-23,9999-12-31,2019-12-23,-34.5496756,-58.5493397,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,NA,NA,2,NA,1,52,48,128000,USD,Mensual,"Amplio semipiso 2 ambientes Apto profesional Ideal Inversor, vivienda , consultorio u oficinas.","-Muy Amplio semipiso 2 ambientes Apto profesional Ideal Inversor, vivienda , consultorio u oficinas!<br>-Muy próximo al centro comercial, excelente ubicación.<br>-Cuenta con Living con balcón al frente.<br>-Amplio Dormitorio de 2.90 x 5 mts aprox. c/ placard y balcón al contrafrente.<br>-Cocina separada con muebles completos y sector lavadero.<br>-Impecable estado , coordine su visita.<br><br>Altamirano propiedades
<br>60 años - 3 generaciones
<br>C.M.C.P.S.M. 2447 Alejandro Altamirano
<br>
<br>Las medidas y características expresadas son aproximadas y a corroborar con la documentación.
<br>El inventario queda sujeto a consideración del propietario.",Departamento,Venta,4
hJUsr0dKwa/zerpp7VXg0Q==,Propiedad,2019-12-23,2020-01-21,2019-12-23,-34.540912,-58.574338,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,NA,NA,2,1,1,37,33,60000,USD,NA,DEPARTAMENTO 2 AMBIENTES CON BALCON,"Corredor Responsable: Ramiro Cappelloni - C.M.C.P.S.I 5634Contacto: Verónica Seitz - MLS ID # 420511040-207MARTILLEROS<br>ARIEL CHAMPANIER CUCICBA 4330 / RAMIRO CAPPELLONI CSI 5634<br><br><br><br>Todas las propiedades que figuran en mi perfil se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él.<br><br>Muy lindo departamento de dos  ambientes, con balcón, ubicado en segundo piso por escalera.<br>Accedemos mediante  una cómoda escalera hacia el segundo piso, donde se desarrolla  la propiedad, ingresamos por la puerta principal al comedor con cocina integrada,  pisos de cerámica , muebles sobre y bajo mesada , espacio para heladera, y ventana al exterior la cuál nos proporciona luminosidad al ambiente,  baño completo con bañera,  pisos y pared revestida en cerámica, seguido al mismo  ingresamos  al  dormitorio con pisos de cerámica y placard , desde el mismo tenemos el acceso al balcón con toldo y espacio con  conexión para lavarropas.<br><br>Ubicada en el Barrio de José León Suarez, entre las calles Mármol y Solís, a cuatro cuadras de Brigadier Juan Manuel de Rosas y a seis cuadras de la estación de tren Mitre (José León Suarez) <br><br>Medios de locomoción: Excelente ubicación con gran cantidad de medios de transportes.<br><br>Colectivos cercanos: 127<br> Trenes cercanos: Ferrocarril Mitre (Estación José León Suarez)<br><br>Expensas: $ 1000.- aproximadamente<br>Antigüedad: 10 años aproximadamente<br>SI TENES QUE VENDER PARA COMPRAR, NO DUDES EN CONSULTARNOS!!!!<br><br>Las medidas son aproximadas, las definitivas surgirán de la escritura traslativa de dominio.<br><br> \n\n Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar",Departamento,Venta,4
DA8/I6oSekreiIGvMWXjiQ==,Propiedad,2020-08-17,2020-09-11,2020-08-17,-34.5847571,-58.5680723,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Libertad,NA,NA,3,2,1,135,105,130000,USD,NA,PH 3 AMBIENTES TIPO CASA CON COCHERA,"VENTA de PH TIPO CASA de tres ambientes con cochera, sobre lote ubicado en Pte. Mont esquina Diego Pombo, Villa Libertad, General San Martn<br><br>Hall recibidor, living, cocina c/diario, comedor, dos amplios dormitorios, hall distribuidor, bao, patio, cochera de 10.5 mts de largo y salida secundaria a Diego Pombo por pasillo.<br><br>Cuenta con 115 m2 de espacio areo, excelente ubicacin a 10 mts. Parada de lnea colectivo 328, 300 mts. De lnea 252, a 600 mts. Estacin FFCC Urquiza J. M. Bosch y 900 mts. De Tropezn.<br><br>Excelente estado de uso y conservacin / USD 130.000<br><br>SE ACEPTA PROPIEDAD DE MENOR VALOR EN PARTE DE PAGO <br><br>Consultas por Whatsapp al 112 577 0515<br>O por correo a <br><br> .Publicado por CLAUDIA QUIRICO PROPIEDADES a traves INMOMAP",Casa,Venta,30
FYGw8vXzahgvrA443kB5zQ==,Propiedad,2020-08-17,2020-09-04,2020-08-17,-34.5847536,-58.5249496,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,NA,NA,NA,6,5,1,230,165,185000,USD,Mensual,Casa - V.Lynch - 6 Amb./Cochera/Patio con Parrilla/Terraza,"Casa 6 Amb. en Lote Propio MUY LUMINOSA.<br>La propiedad se desarrolla en dos plantas. La Planta Baja fue reciclada hace 2 años con materiales de primera calidad. La Planta Alta fue construida hace 5 años.<br>También cuanta con un gran potencial para subdividir ambas plantas, agregando una escalera en la cochera se puede hacer una entrada independiente al primer piso. Por lo tanto es ideal para inversor o como vivienda multifamiliar.<br>La casa cuenta con las siguientes comodidades:<br>PLANTA BAJA<br>- Living-Room (8,32 x 4,00), amplio y muy luminoso<br>- Toliette de Recepción<br>- Dormitorio 1 (4,00 x 3,36), muy espacioso y ventilado, con un muy buen sistema de iluminación y un placard de generosas dimensiones con interiores y de generosas dimensiones. <br>- Dormitorio 2 y Principal (4,00 x 3,40), muy cómodo con Baño en Suite. Equipado con el mismo Placard del Dormitorio 1. Ambos de piso a techo y de pared a pared.<br>- Baño en Suite con Jacuzzi esquinero (2,80 x 3,00)<br>- Cocina-Comedor (4,22 x 3,92), muy luminosa y con salida al Patio.<br>- Patio con Parrilla (4,43 x 5,80)<br>- Lavadero (2,83 x 1,35)<br>PLANTA ALTA<br>- Dormitorio 3 (2,43 x 3,60) con Placard<br>- Dormitorio 4 (2,47 x 3,60) con Placard<br>- Dormitorio 5 (2,53 x 3,00) con Placard<br>- Baño para terminar de construir (1,35 x 1,66)<br>- Galpón/Habitación multiuso (4,00 x 4,65)<br>- Terraza de 47 m2<br>- Cochera (4,29 x 4,00)<br><br>UBICACION<br>El Inmueble se encuentra emplazado entre zona Oeste y Zona Norte, ubicado a pocas cuadras de Av. General Paz lo que le da una posición estratégica, con fácil acceso a Ciudad e Buenos Aires y desplazamiento hacia el Norte o el Oeste.<br>A tres cuadras se encuentra la Av. del Libertador Gral. San Martín, a tres cuadras de Av. 25 de Mayo, a una de Av. Rodriguez Peña y a ocho cuadras de Av. Iturraspe.<br>Transportes cercanos: 57, 78, 87, 161, 169, 176, 204, 237, 410, 429, 670. Cercano se encuentra el Metrobus que cruza por Avenida San Martín y se extiende hasta el Cid Campeador.<br><br>Las medidas aquí descriptas son aproximadas, las reales surgen de la Escritura.<br>Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI).<br>En cumplimiento de la leyes provinciales vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados, cuyos datos se exhiben debajo del nombre de la inmobiliaria.<br> <br><br>Pablo Ariel Juan CUCICBA Mat. 7458 / Vanesa Bibiana Rojas Dpto. Judicial de Morón Mat. 2506",Casa,Venta,65
IHKV871tP6PZkTzKt1tvbg==,Propiedad,2020-04-27,9999-12-31,2020-04-27,NA,NA,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,San Andres,NA,NA,3,2,1,450,180,220000,USD,NA,CASA,"Hermosa casa a dos cuadras estac. Lote de 8,66 por 52. Mts.<br>Cochera, dos dormitorios con placard, cocina-comedor muy amplia, muebles de cocina muy buenos, con ventanal al jardin de la casa, living-comedor muy comodo con ventanal hacia la calle.<br>Parque con arboles muy lindo ! .Publicado por inmobiliaria  a traves INMOMAP",Casa,Venta,270
uPkWErNnLCECz2oPUtIk8g==,Propiedad,2020-04-27,9999-12-31,2020-04-27,NA,NA,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,San Andres,NA,NA,1,1,1,45,40,87000,USD,NA,Departamento dos Amb. a Estrernar,"Hermoso Depto. de dos amb. a estrenar muy bien ubicado.<br>Cocina con balcn corrido, piso porcelanato, cocina a gas natural.<br>dormitorio copn balcon corrido, piso ceramico imitacion madera, placard hecho con su interior.<br> Bao con baadera.<br>Espacio para reuniones, patio terraza.<br>Cochera opcional .Publicado por inmobiliaria  a traves INMOMAP",Departamento,Venta,5
OY+Vbw2PwHbmlc9ZcW7RFQ==,Propiedad,2020-04-27,9999-12-31,2020-04-27,-34.5737864,-58.5348182,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,NA,NA,NA,1,1,1,35,33,70000,USD,NA,Departamento MonoAmbiente Gral. San Martin Centro AMPLIO,"DEPARTAMENTO MONOAMBIENTE 35M2 A ESTRENAR<br>Entrega aproximada en enero del 2020.<br><br>El proyecto es un edificio en Torre, desarrollado en un lote esquina con vistas privilegiadas a la ciudad, ubicado en el corazn de la localidad de General San Martn, en la interseccin de las calles Ayacucho y Mitre.<br>El edificio se desarrolla en 17 plantas. Una planta de subsuelo, una planta baja de localidades comerciales, 14 plantas de departamentos y un piso 15 de amenities<br><br>.Hall de acceso en doble altura<br>.3 ascensores inteligentes<br>.CCTV<br>.Portn automatizado<br>.Cabina de seguridad- CCTV<br>.70 Cocheras fijas en subsuelo y planta baja<br>.12 locales comerciales en Planta baja<br>.120 unidades de 1,2 y 3 ambientes<br><br><br>TERMINACIONES:<br>-Estructura de hormign armado y ladrillo hueco<br>-Carpintera exteriores integrales de aluminio<br>-Agua caliente por sistema central<br>-Instalacin de prevencin contra incendios y evacuacin<br>-Sistema de iluminacin de emergencia<br>-Piso de porcelanato en hall de acceso<br>-Piso flotantes en dormitorios<br>-Portero Elctrico<br><br>AMENITIES:<br>-Azotea con Piscina climatizada<br>-Amplio solarium con deck<br>-S.U.M<br>-rea de parrillas<br>-Gimnasio<br>-Vestuarios<br>-Laundry<br><br>Ubicacion:<br>Ayacucho 2100, esquina Mitre, Gral San Martn.<br>- Una cuadra de la PEATONAL (centro comercial)<br>- Tres cuadras de la estacin del tren ramal MITRE (J. L. Suarz - Retiro)<br>- Tres cuadras de la PLAZA Gral. San Martn<br>- Tres cuadras de la Municipalidad de Gral. San Martn<br><br>Transporte Publico:<br>Colectivos: 252. 343, 176, 328, 670, 175, 310 y muchos ms.<br><br>Se deja constancia que los m2 indicados son aproximados, al igual que las medidas parciales de los ambientes, y el valor consignado de expensas, servicios e impuestos mensuales est sujeto a verificacin y/o ajustes. Las descripciones arquitectnicas y funcionales, fotos y medidas de este inmueble son aproximados.<br> .Publicado por SAITTA PROPIEDADES a traves INMOMAP",Departamento,Venta,2
Da1yYH3RjDhw5jw+PBaNOg==,Propiedad,2019-12-14,2020-04-02,2019-12-14,-34.57282639,-58.5741539,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Billinghurst,NA,NA,3,NA,1,267,100,75000,USD,NA,Naón 4379  100 - U$D 75.000 - Casa en Venta,"EXCELENTE CASA DE CATEGORÍA, 4 AMPLIOS AMBIENTES, LIVING INGRESO INDEPENDIENTE, COCINA Y BAÑO ORIGINAL Y FUNCIONAL, JARDÍN, COCHERA Y FONDO LIBRE SOBRE LOTE PROPIO 167 Mts2",Casa,Venta,167
6whNfGaM+ugSd3r3mH4Pbw==,Propiedad,2019-12-14,2020-09-17,2019-12-14,-34.58188629,-58.53276062,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,San Martín,NA,NA,3,NA,1,109,89,79000,USD,NA,San Martin  1500 - U$D 79.000 - Tipo casa PH en Venta,"San Martín: PH de 4 ambientes al frente en primer piso por escalera, cuenta con: un living comedor con salida al balcón, cocina, tres dormitorios, un baño, lavadero y terraza. Sobre calle San Martín entre Perdriel e Hipólito Yrigoyen. No paga expensas. U$S79.000.-",Casa,Venta,20
0nt9gMvfPyG/IHBnadFD+A==,Propiedad,2019-12-14,2019-12-23,2019-12-14,-34.5411853,-58.5453781,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,NA,NA,2,1,1,36,36,79000,USD,NA,Dos ambientes con  /Villa Ballester/Tomo permuta,"Departamento dos ambientes contra frente con cochera en centro de Ballester y polo gastronómico.Living comedor con piso de porcellanato y salida a balcón .Cocina independiente con mobiliario completo ,placard embutido y piso flotante.Lavadero.Baño completo.Cochera fija cubierta.Inmejorable estado, solo tenes  que mudarte y empezar a disfrutarlo!AH no te conté que paga de expensas $900.!!",Departamento,Venta,0
n8/JGLI6rwYr8xoenfnTvQ==,Propiedad,2020-04-20,9999-12-31,2020-04-20,-34.5608758961,-58.5573340012,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,NA,NA,3,2,2,115,115,185000,USD,Mensual,"Casa - Villa Ballester - Casa Tres ambientes sobre lote propio, Zona residencial.","Casa sobre lote propio de 10 mts x 30 mts.<br>Excelente zona residencial!<br>Todo edificado en una sola planta.<br>Dos dormitorios, baño completo, living, cocina separada, garage pasante, lavadero, jardín.<br>OPORTUNIDAD.<br><br>Altamirano Propiedades aguarda su consulta, muchas gracias!!<br><br>Código de propiedad: ( AHO2287778)<br><br>Altamirano propiedades<br>60 años - 3 generaciones<br>C.M.C.P.S.M. 2447 <br>Alejandro J. Altamirano<br><br>* Antes de iniciar la visita se le pedirá completar un registro con datos básicos a todos los mayores de 18 años que deseen ingresen al inmueble. Gracias por su colaboración con el agente de ventas que lo acompañará. ¡Buena visita!<br>* Coti en trámite por el Propietario.<br>* Las medidas y características expresadas son aproximadas y a corroborar con la documentación.<br>* El inventario queda sujeto a consideración del propietario.",Casa,Venta,0
0GV4kfZPo8WqP7RaTnpgCQ==,Propiedad,2020-05-23,2020-06-01,2020-05-23,-34.5656713,-58.542993,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,San Andres,NA,NA,3,2,1,67,67,105000,USD,NA,Oportunidad! 3 ambientes con cochera en San Andres,"Oportunidad! 3 ambientes al frente con cochera en San AndresLiving comedor amplio, cocina independiente, comedor diario, dos dormitorios con balcón y un baño completo. Cochera fija cubierta. Muy buena ubicación, a tres cuadras de la estación San Andrés. Fácil salida a General Paz. Las medidas y superficies consignadas en la presente son aproximadas y no resultan vinculantes. Los datos definitivos son los que surgen del título de propiedad. ADVERTENCIA IMPORTANTE: Los montos especificados de expensas responden a una declaración del propietario el día que fue visitada la propiedad por nuestro personal. Verificar el monto actualizado. La venta de este inmueble está sujeta a la tramitación del Código de Transferencia de Inmuebles (COTI) de conformidad con la normativa vigente (Res. AFIP 2371/08, 2439/08 y ccs.) por parte del propietario. Llona San Román – CPI 6681 –  CMZC 502",Departamento,Venta,0
